origin,target
8423894536,4230302183
1145773870,3665432486
993376197,8434175713
1260318366,8250961149
1557069700,1037596130
1040638106,994680175
1040638163,1621062482
1145655857,1433964951
1262259617,1606670210
916165968,1655970977
1069741207,1642629191
1313653023,1053292678
2661208912,6224319562
8234404217,1563416826
1037596100,1066787217
893416300,2936086192
1037964202,2657798966
2657136645,1621290062
1055655358,1068147952
10934535844,1619638767
2657136715,905155874
1433967207,1040637682
8172709649,12587639387
993376197,8500949539
1612046520,1432337044
1612384240,1055600680
8423894536,1043825795
1426481135,1137877283
5133445586,8494032745
1262259617,1313577519
1040638409,1054455893
893416300,1619638753
2670843085,1039425174
1040658012,916096358
13153423014,3974453033
7825339312,1069889270
8277450043,1037553878
8269682616,1068246849
893759884,1068246744
5417654865,3640192639
1406362313,1611925483
2662304109,2299658227
1616667632,1068147795
1564464189,7306167297
1619638804,8805492175
3665419147,916165986
5732977165,1037553851
8157866277,1557077893
1564460294,1619645587
1055600993,1562048113
1141200507,1013888065
12964763136,5554907222
1037953330,3606255723
1621047725,1612483302
3646874612,10918319803
11673695882,1621413863
1617054997,8983222651
3639599557,994630483
8277450043,8983211152
890509985,5415490490
1606008233,1606670146
1559711550,1611785875
1068148146,9856003997
689738858,1069741391
5133445586,3785524970
1053292548,1406659199
2657799214,1793826149
1040638163,3956733345
1611925468,1037248208
1040638106,1611785864
8153225258,1620478113
1037554140,914752266
1617725163,1137780568
1563416964,8236688905
905155893,7164687356
1621062397,1628773853
1068148006,1145743723
1621321361,1055600869
2661208912,1137780500
1433967207,2936085006
1606633549,8269148390
8277106873,1272168950
1563416964,2431522756
1313653023,1621321222
288523430,8503726204
905155893,876085516
890509985,1606449558
1040638409,1611874837
893759851,3484441988
8821598069,1039424977
1621290304,1563416925
689738858,8269478252
1313653062,916096288
860793263,1066787244
2662365569,1612063991
1313653023,1406696468
1067977880,3640193009
890509985,5418979998
11802245835,2291146381
8983271539,9145818762
1313652901,3637832392
7825339312,1040638431
8157866277,1068064146
8193884030,6450685297
1609201581,1137828420
1557585267,8266700396
3643423601,590369038
4949967156,8194541820
1614937402,1039424984
893416300,922791561
893759884,1068247170
1102452271,993367307
1145655857,1562119244
1313678103,1621290424
11137591523,7071369026
1611173495,1612483268
8984950808,7288099564
1145773946,1621054706
1137780228,5187400000
2791237742,7822802424
1262259617,9146579179
1620569217,1608044669
1262260511,1406362311
1621062397,1734169315
1313600228,993376264
288523430,1037248215
8685769737,1621067641
1564464172,1406696478
3646874612,3665419139
1621047727,1067977741
12292917162,1655970931
1069888930,10934458043
998962627,3484263056
1037596100,1069889370
3606255725,7460487016
1606008233,6450685275
1040638409,2662365405
1145773948,1621067650
1621067610,838253363
1037953330,1621268579
1003137858,13809981507
1559711651,12587639384
5430425049,1612093983
1037953330,1077596106
1621067702,1612483288
1617880115,1069888866
1313600228,1617055015
1606531573,1313577483
1563416964,1068063881
893759851,1628755622
1615092005,1069889401
7812676330,1564464185
5158061544,4774925181
8433893898,6450685302
4230302123,1615091900
2657136727,2663251693
1067977877,8985480191
6450685293,7308914789
1606633549,3646862607
1606450055,1066689724
8932916522,1612046488
2661208912,994630412
8821598069,1615091885
1612046520,6512030650
8685769737,1069889244
13362893189,1037964212
7157439314,7181793884
3047110542,1313713849
8433893898,7828406548
3646874612,1145636742
8158177345,1313600104
1040658012,1612366600
1691191288,1040638004
3047110542,11137591492
1024112466,1612483305
3639599557,1607974238
1621047763,1621047816
7812149546,1158274092
7157439314,5202963789
9721358727,8153372550
1055655358,2936086124
2657799214,1628755622
3047110542,10247725484
1620367109,13311222336
1621268605,9836056205
4230302123,1064099625
1145793642,1621268594
8277145597,3974459389
8251778248,7819779177
3606255561,8144963409
1557077846,1606407366
1037953356,2662697209
8994952216,916096316
1612046520,1617054985
1617054997,1612046415
1262259617,1262259646
3606255725,8495668586
1145773870,1631383882
1621047727,6226342819
1313600228,2932134013
1556348932,7983548337
1610961508,2663237225
1621321633,5212088922
1040638074,1621290300
8747418692,4479204023
1261277188,2657136519
1612046520,689738858
5133445586,251455454
8273141851,1557069631
1620569217,7129282847
1433967207,1069216304
1609201581,1450232405
1557069700,916166869
2662304109,7848773251
1620584270,1450232408
8157866277,1261277574
2662365569,1067977641
1146427117,1621067646
1621067680,7849926053
8237474085,3640157019
1102452271,7841839298
1617054997,8269478252
1137780228,1060119577
3665419147,1563416863
1371610534,8153885011
8484350247,8812147357
1146427117,3640173963
2657799214,993376230
1037964202,1141200428
1145773870,1563416872
1629708153,5212088922
1145773948,1432337014
8157866277,3604296535
8273141851,838253374
7812149546,8984955519
860793263,1704818175
1069215918,2178175766
1612046520,8762335687
7933167458,1564464151
1137877798,8680970779
1040658012,1406674202
1146427117,1141051398
1313653062,4118980391
3639599557,8984779535
3643423601,1272168172
1612046435,1146426644
1040638074,8194325884
2291146348,1137877286
893416300,1704791888
8173506229,1052858118
3047110542,1621290351
3646862695,3637732790
1621290304,1024112453
1612046520,1272168192
1069215543,1561382669
916165968,7822790761
1037964876,1040539250
2661208912,6197120430
1620584270,2657136670
1629708153,1620367127
1037596100,1040638097
1620584270,8273361862
3643423601,1040539245
1069741207,1621289909
7157439314,1068246653
3974459625,1650439050
1620367109,1137964124
1141200507,3655685048
1145793642,2662304096
2657799214,8230212283
1040658012,1261276810
1313653062,1137780377
5039978145,2657136721
1145773870,1612079749
1628769330,1145636779
1559711651,1262259944
1067977877,1040638186
2657833849,3343375971
7157439314,5555141686
1137780228,12374096144
3646874612,2936086194
1040637767,1024112442
1040637767,2657136675
1611925468,1262259987
8685420797,8751336231
8237474085,8752041733
1040638409,916096344
1610961537,7157439313
8277450043,7306623338
1606450055,1037953348
1612094006,2042502328
8747418692,1524185515
13362893189,994630523
8984950808,1655971005
12964480712,1406362307
1621054719,8213443170
1610961517,1067977624
1037564596,4428305215
1146427117,1146426815
8983271539,3637832398
1146427117,1146426756
12964763136,913721008
1559711550,1260318256
1620584270,1039425193
1037596090,1069741528
3665419147,6450685316
1615091772,1642092687
6511611452,11384939455
1426678155,7306171681
8234404217,9836056212
11673695882,1620088800
1621047763,1013888138
8172709649,6226436568
1615091772,1260318300
6223917007,1650439062
860793263,2381769607
1055600722,1619638828
1615091772,1067977637
8685769737,5411360231
1037554140,1039425056
7933167458,6200115895
1643105352,8272844888
10934535844,1077693328
1137780228,8984996127
1616667632,913576785
893759851,632018987
6223917007,1628773830
8277106873,1261276805
7825824922,1610952746
8193082977,1621054670
1617055018,1039438480
2662304109,3484676765
1040638074,1562119227
1426678155,1145743299
1557585267,9433540248
1563416964,916166391
1621067610,2662697237
860793263,3935141721
1145655857,1069889249
5732977165,1260318442
1313678134,2657799227
1617055018,3047856179
922791578,1260318258
8173506229,8720050950
1068147834,1069889223
3606255561,1621321582
1691191288,914760149
1608044676,1137877973
8277106873,8805347557
1052813111,5051869848
8172709649,1940725945
6511611452,991634338
1313678103,2291146386
1610961508,1416737480
1621067610,590393255
1564464189,1272168224
1557585267,1450232428
1037953330,1041185929
1145655857,1068148159
1040638163,9015851460
5417654865,1137945443
893416300,2936085246
1559711651,916166842
8747418692,1611827547
1606633549,1261277827
8269682616,3643423601
1040658012,1675234537
12292895472,1621062488
5116235193,1563416976
5417654865,2657799078
8153225258,1013918995
7768340509,1629709326
1069215543,2657799203
1037554140,3974459583
922791578,4225872582
5133445586,2662304093
1704791924,1407131225
1610961508,6204263137
1557585267,1145793743
2657799214,1055600919
1621321633,587206502
893759851,838253374
8932916522,8193576462
890509985,922774574
1617880115,6209277471
1606449620,1077596090
1137901776,994630620
1564464172,1613171631
1608044676,8991854796
8932916522,1068064008
1261277188,1619645587
893416300,2660583908
905155893,1077596246
9836071271,1261276733
1146427117,1612046527
1069215543,1069215488
1145773870,1040294581
7686254350,8489195332
1313577473,7166624111
1619638817,2662304112
7825824922,1564460294
1628770657,8154476587
1313653062,1621268502
3786511210,1621054679
893759884,1040539323
2657136645,913720929
1052813212,8200810273
8193884030,8205116466
12964763136,1621321266
1621047727,1617055010
1433967207,9006048471
6204263139,1563416842
3606255725,1642629263
1614937402,1562400773
7157439314,1426681376
1608044676,991634337
1557585267,12920947489
12292895472,8952190396
8269682616,1407128555
1371610534,1621268578
1426678155,9858789008
3646874612,1557585298
1262260511,1609201573
1691191288,1621261333
9737698989,5158121473
1621268605,1145636483
10934535844,1068064008
1559711720,1621054679
4949967206,1617769298
1563416964,1037564532
1313652901,1562048096
6204263139,2291146372
1612094006,1612384226
1052813111,993367287
2657799214,8205281594
8234404217,1617880115
1141200403,916166875
1628770657,1024112456
7686254350,8983222676
1313577473,3366287708
11673695882,1069889370
916165968,1053292581
2291146348,8751991311
5231304244,1619645605
5231304244,2178175764
8685769737,1137878251
2670843085,1040658062
1145636610,994679523
3047110542,999517562
1617880115,2936085216
3643423601,587260045
1557585267,1619638871
7308949593,5156177958
1039424816,1732341239
1621321361,11384205252
5430425049,8278344094
5430425049,4238539227
8685420797,4238539191
1067977880,2657798996
13153423014,1557061150
7812149546,1261276634
1261277188,1406732656
1039424816,1464315113
3047110542,1040539260
1261277973,3606255561
3606255561,1053292678
1145773870,6518794374
1617167195,1068148084
1612046520,922791582
1615091814,8230319059
1620367109,1040539312
7129282848,913721050
1037964202,1611895059
6450685293,860793175
1040637767,1037553982
1053292548,1272169014
1606450055,8855362728
1619638817,3334933481
1615091772,838253359
7933167458,1141129856
7812149546,11673695878
1616667632,1037564595
1617880115,1052813286
6450685293,2661209000
4949967206,1040637894
6450685293,1407117004
1040638074,1313577408
1617055018,5421515130
8685420797,8984837388
7308949593,9836071240
3665419147,13468878663
8994952216,1617698854
1629708153,1433967201
3665419147,8484350247
7157439314,5779239992
7308949593,2662304246
4230302123,5189561269
3639599557,1313652942
12964480712,10934458057
3639599557,5780981610
1102452271,1145636718
1145773946,1612384228
8456598025,1433960172
3665419147,4231099772
12292895472,1052813151
1564464189,1605999113
1612384240,5780981610
1612384240,9718450275
2657136727,8857665692
1040638074,1611173475
1556348932,9634565183
1621321361,993367237
1262259617,2662365586
3047110542,1613171633
998962627,1068147847
1557077846,5051869890
1611173495,1013888124
1069215918,1621290418
1691191288,1013918984
1040638163,991354631
8984955528,1068147612
1628769330,2291146375
8157866277,8173506225
1313678103,1066689949
1559711651,3643456323
12292895472,11910387019
1559711550,1617054990
1615091772,1037553794
11673695882,1611925483
1037964202,1629706995
7812676330,9718450275
7308949593,6418598793
1069215543,1606005240
12292895472,994679431
1608044676,1433967207
689738858,1141168827
1013888053,1621261384
8932916522,3317181912
6204263139,7848561770
8193082977,993376295
1313653023,3639627035
1643105352,3646874611
1559711550,8230319073
8234404217,8173506222
7686254350,1040539330
1145773870,8423894586
1037953330,8209578683
3639599557,1137877838
8251778248,6226271737
1037964876,922749527
2657799057,8680970779
1052813111,587259913
6223917007,2657799204
2657136727,3637693894
7825339312,8423894584
9836071271,1620371558
1313653023,1642629283
1557585267,1141200404
1137877798,1631395532
1137901776,7825304519
1617054997,2667487469
13362893189,593971169
1606531573,4960763609
1069741207,1564464166
1564464189,2110607185
1606531573,3649642931
8985488062,914760084
1313678103,1578951711
1616667632,5585025930
1620584270,8433673456
7129282848,998956945
1069216427,1612483382
7129282848,1426483081
1617725163,1069779672
2662365569,8236469916
3786511210,1313652952
1612094006,1606679643
4230302123,8153586437
8994952216,7825090308
4230302123,1272168330
505200533,10247728425
7819575227,8503720744
5039978145,1262259635
998962627,2299747728
1606008233,1621067654
8234404217,1037554047
12292895472,1643070563
3974459625,4428276697
1433967207,3643423729
6223917007,8153225263
8984955528,590369091
3047110542,1643070492
8456598025,1041185929
1612046435,1619638793
1068147834,1137813019
1628770657,11137591387
8251778248,1141051290
1621268605,830589936
893416300,5182288425
1068148006,1069779594
505200533,1043878645
1557077846,8991854776
1628770657,1621328871
5732977165,3646862694
1621067680,8273361863
1261277188,5554689961
1013888053,1432332162
1629708153,1609207330
1145636610,1426681755
1313600228,1643742045
1067977877,12964763141
505200533,8983309530
1426678155,1077596187
1655970984,7181793884
1141200507,5182288513
1102452271,1040539295
1037596100,1621321599
8172709649,1137877715
1102452271,1069215793
1145773946,1141168786
6166581809,1069215918
1145773948,1055655246
1617752576,3974453015
1145636610,2106445997
1040638106,838253360
1643105352,1631383882
3646862695,3637693058
3646862695,1612046415
893416300,7071369652
1313653023,1260318255
1137877798,1678645459
1371610534,1068147960
1137877798,2658207729
9836071271,1643070511
1261277973,4951790266
1621290304,1068247378
1621054719,2657833897
1313678134,8095682148
8237474085,1426678153
8433893898,1621261447
5039978145,6224223242
1069741207,1039415401
8193082977,1621290221
8983271539,5421515139
1141200507,2110617681
8234404217,1606679650
1559711550,1077596446
7768340509,1272169022
1621067680,1068063669
1620584270,5554906891
7129282848,9135536157
1620584270,8153438103
1371610534,1146451394
3639599557,2657799116
1262260511,1650441151
6204263139,1009926521
8985488062,2791357466
1606531573,1562400815
922791578,2657798906
2657136727,1621067693
1040638074,3047109894
6511611452,7182370460
1612046435,1145636717
7768340509,1642629269
1145636610,1145669258
1037596100,1650436377
1655970984,2663237252
1643665749,1620584315
2670843085,1040539287
1643665749,860793174
1037596100,6987292205
3646862695,2662304101
1559711550,1617725136
2657136715,1039438518
1617752576,1620569233
9721358727,7163394923
1621321633,3665389409
8433893898,288523303
1261277973,1620569291
3646862695,8433893898
1137901776,1055600925
1621321361,11384939489
8984950808,587259948
1450232401,1642629269
3974459625,11673695884
3786511210,1137945456
593971682,8107161573
1655970984,2662697212
1606633549,7164687378
1557069700,913720923
1145773946,3974459584
3974453016,1261277775
7308949593,1039438544
6216269652,8178586712
9721358727,9881771703
893759884,8158123291
1145636610,5041699043
1620367109,1678645687
2662304109,8762702413
1606008233,5779239988
890509985,1068147681
6450685293,5202818826
12964480712,2081356135
1612384240,991354674
8485325232,8805347535
2657136715,860793197
1628769330,3129767255
13362893138,1069216040
1040638074,1040539260
689738858,1037596114
7129282848,2662304336
1040658012,1040638444
1610961537,2660583908
1003137858,1069741565
2291146348,1040638329
1617725034,991634374
11137591523,8234528206
8984950808,1068247194
1146427117,1146426936
1040658012,1619641111
7933167458,1137877228
8747418692,994630540
1313652901,1039425058
8193884030,1620345981
1612384240,7308735127
1616667632,2657852318
1040638163,1617055000
7157439314,905155880
2662304109,1562119227
3646874612,1040638248
998962627,991354621
1621054719,1040637766
8423894536,2657136724
9737698989,1262259679
1629708153,1077693506
1621321361,1557585277
1313600228,1563416838
10934535844,1617167180
5158061544,5555141676
3646862695,1617698895
8172709649,1040638408
1068148006,1262260269
1615091772,6519091447
288523430,2662445080
890509985,8172761936
5116235193,3047110501
1426481135,9856004016
1260318366,12157332451
1037964202,8164475621
7768340509,8987611682
1260318366,8985390774
1606450055,1146451457
1620569217,1060119582
1691191288,8189446712
7825824922,1060119585
5417654865,2657833895
8153225258,1262259946
5158061544,1054445888
2657136645,2632307965
1559711720,7983588123
9737698989,7164699264
1037596090,1013888053
998962627,2662445104
1655970984,2657136738
1606633549,994630465
1612046435,6226253410
593971682,1068247187
3047110542,1615091733
12292917162,593972240
1615092005,2662365386
8277450043,7128864967
1040638106,2657799145
922791578,913720940
9737698989,1040539284
7933167458,1606449630
5732977165,8277450043
1621067702,1621047783
3643421885,3640120221
1606633549,1042064478
1068148146,1040638188
10934535844,12157332412
13362893189,7128516585
1068148006,10247728416
1450232401,1145655846
10934535844,1055600941
1261277973,8096440375
1406362313,1037553874
5430425049,1069216079
1617880115,3974459628
5231304244,5156177953
1610961537,1562400665
1272168295,1037596127
12964763136,1615098818
7129282848,5187435114
8433893898,1617167178
2791237742,3637693050
8234404217,8503720743
8433893898,1261277670
1141200403,1734634843
8153225258,10247728437
8172709649,1077596106
3606255725,1260318256
1617880115,1650415106
1145636610,1137877132
1557077846,8113932906
1261277188,3935141722
1069741207,10918280364
1615091772,1606449762
1146451398,1433974218
1313652901,2791281780
1615092005,587259682
7812149546,3956741350
1615091814,7164302939
1611173495,2081356142
1619638804,3611680982
3974459625,11650661271
1559711720,8194541820
1612046520,1251613469
2657799214,1617054976
9836071271,1037248225
1137780228,1643070511
1145773948,1631395532
13300446619,2661208934
8172709649,1313577483
1141200507,6226523658
288523430,8423894543
1262259617,2662444964
11137591523,1406641867
1704791924,1620329996
1003137858,1037953354
1612046520,1137828246
3639599557,12964697358
1619638817,6224248137
1052813111,2805135738
1615091772,1068147839
860793263,505383501
2661208912,1137877419
1055600993,7822817552
8747418692,1407112884
1037953356,8982960092
1037596090,8178556054
2657799214,1037596078
1617752576,1068247399
1145793642,1039425128
2657852283,1069779648
3974459625,1077596421
1655970984,1077596102
1040638074,994630541
4949967206,1040638247
1272168295,1066787180
11384939501,1612046492
1691191288,1406648170
12964763136,1037621707
1606008233,9689968849
890509985,1060119429
6216269652,8985686192
1053292548,1040429713
2291146348,1641262945
7129282848,1621289972
893416300,8157929228
1055600993,8987600560
8456598025,1145656009
7825824922,991354681
890509985,1652107864
1040638106,2662304203
1037964876,7302441876
5039978145,6991023217
1556348932,3606289613
11384939501,2657799166
12292895472,1562048168
1037953330,1137780760
8932916522,8982915964
8685769737,6858737503
3786511210,1611785849
916165968,1608044673
1052813212,1620569291
1137877798,8278860069
6450685293,994630620
9721358727,10918263812
8273141851,3637734095
1037554140,1024112434
1621047725,991354732
1564460294,7128864966
1261277973,7129282805
1612046520,1620367169
4949967206,1641227083
2657852283,1704791997
1040638074,8145073522
1450232401,3646862623
1272168295,3640222141
7686254350,5202963789
1619638817,1053292728
1612046435,1606005304
1615091814,587205721
505392415,1262260282
1037596090,1611785863
1262260511,1040637864
860793263,1620569217
1655970984,1068147753
1069888930,1432332180
1069888930,3647662288
5133445586,1621328953
5039978145,8994617859
1262259617,914105217
1069216427,1272168593
2657833849,4479204018
1052813212,1628755614
1628770657,7167688584
8237474085,1621268485
13362893189,1137780611
1145773948,2291146390
1621067680,914752275
5158061544,1450232412
1069215543,1617752576
1621047727,1606679811
1621054719,905155880
1611925468,1141051292
1620569217,587205721
3606255725,5221310052
1609201581,5212088922
1610961537,1272168988
1067977877,916096350
8277106873,7164687371
2662365569,2081356122
1039424816,1607974241
8172709649,993367424
2657852283,9836071221
1433967207,8272765180
1313678103,914760084
1003137858,9153209278
12964480711,1621321440
1037554140,1406659200
1559711720,6209393486
1069215918,9433540247
1621290304,1620346019
1040637767,8277106873
1052813111,10918272020
1614937402,1145666361
1145773870,2936086156
8172709649,1619641123
2662365569,1068147599
7768340509,2662304214
1055600993,1137877841
8172709649,7812395848
1612384240,1619641081
8173506229,1621328958
1621290304,1612366569
1615091814,914752268
1013888053,1621290373
12292895472,1145655831
2670843085,3640222141
1628770657,1557069760
1037953356,1055655094
1371610534,13805230777
3643421885,1611104217
1614937402,1039424906
7686254350,1261277093
8984950808,2657136600
1556348932,1621261365
1060119444,1141051488
7812149546,1564464135
1557077846,8842442891
1641263132,4882455205
3665419147,1617698858
4949967206,1068147808
2657833849,8991662593
890509985,1077596421
13362893189,8855243398
8685769737,1406497048
2657799012,4219274614
7686254350,1137877464
4230302123,1606679658
1620569217,1606005330
1564460294,915415302
1619638804,2657136524
3974459625,1052813291
3646874612,1137877798
1621067610,829642194
1641263132,7405757360
1040638409,1262260387
3639599557,8153339130
1053292548,1557585233
1145793642,1313652921
922791578,1077693534
5231304244,1313611392
3047110542,9149556420
5231304244,1517556114
1615092005,1612063907
2657799057,1615098848
1055600722,5418979991
1619638817,8955035889
1313678103,4949967170
7819575227,263985025
12964763136,7306623342
2291146348,8494032745
916165968,3646839611
1040638163,1040637953
3646862695,1564464168
3974459625,5555463988
1621054719,1866761848
1559711720,914760051
1069216427,587226821
1013888053,3606255737
1037964876,1040638250
1609201581,1619638751
1617752576,2657852318
1564460294,1621067643
1146427117,1612046455
1146451398,9034773112
3643423601,2081356122
1040638106,1146451427
1145793642,3974459395
1052813111,1039424841
1612094006,8154601522
8994952216,1037553794
4949967156,1040638098
5430425049,3640156994
1406362313,4949967184
1643665749,1137901768
1617880115,1077596346
2657799012,590080302
8277145597,1450164386
1053292548,7308724004
1621067702,2662304354
1620569217,9952712214
1371610534,916165968
1426678155,1040638279
2670843085,1619645605
8685420797,1406659200
8994952216,1606407444
1621047763,8113841468
1617725163,1040638409
505200533,1611925441
1313653062,1557585193
1704791924,8152814278
1313678134,1620366781
2291146348,993367299
8984955528,13796870108
1068148146,1621261371
1037964202,1060119466
1617055018,3665419127
1559711550,1426481137
1629708153,12599741190
1137780228,1040247635
1426481135,7812149543
2670843085,1619645569
3646874612,8680950462
7825824922,1060119444
1067977880,8805347593
1691191288,838253427
3643421885,1003137858
13300446619,1146451442
1037554140,2657136668
1052813111,1611874846
2657833849,3665450151
1313577473,2449854661
13362893189,1628770692
12292917162,1617055031
1040638163,3643457551
8685420797,914749197
8277145597,1024112386
8269682616,1024112410
11802245835,1037553820
7812149546,1642021394
2657799012,2892440112
12292917162,1621268509
1691191288,1077596090
860793263,2039200245
1609201581,8272982707
6511611452,3484676777
1612046520,8273109252
2657136727,1145655757
1617055018,2660584040
1040637767,1621067736
1610961537,1433974211
1003137858,1643070500
1003137858,1069215521
6204263139,1040637968
1371610534,1066689912
1620584270,2382619213
1313652901,1145666351
1040638163,1559671374
1621290304,9021656171
1069216427,593972225
1628770657,1053300126
8277145597,3665450174
1145636610,1620558974
9737698989,1610952722
8456598025,9149460679
1621047763,13300446624
1610961517,6492744852
1068147834,1564464150
505392415,1617698852
3665419147,1060119488
3643423601,1621268631
7686254350,1621067709
2791237742,1137877163
6511611452,1620558994
13153423014,8095684171
1606450055,1052813389
3974453016,1069216014
8277450043,9881170066
1060119444,1040638300
1013888053,1024112438
6511611452,838253358
1617752576,5184777025
1621047763,1067977794
1564464189,593971665
905155893,913790147
993376197,1069215601
1069215543,1617725158
3665419147,1619638764
8685420797,1611874848
1616667632,8985248712
1617054997,1039438467
8932916522,1609201672
1621321361,8278033732
1691191288,8659599738
5158061544,1628886272
8485325232,1037554047
4949967206,2936084763
8423894536,913790128
1608044676,8213443176
5430425049,2018952701
1141200403,1564464196
8157866277,7302338920
1564464189,1040539217
2291146348,1077596349
1313577473,8014328133
8821598069,1563416824
8157866277,8484345568
2291146348,3575801685
1426678155,905155857
1563416964,1068246641
922791578,7164687380
1619638817,505388706
11384939501,1053300164
3606255725,1621328916
1628770657,6224098860
8821598069,1145604858
5417654865,8172709649
8423894536,1039438561
1055600993,2657799227
1559711651,12599835170
1037596100,1042064680
1629708153,7291418812
1610961508,5555141675
1564464172,1043825652
1615092005,1621261317
8269682616,4238539267
8747418692,1691191369
860793263,2637643536
8173506229,993376145
1614937402,1600537842
1564464189,8193041176
1556348932,11137591297
922791578,998978011
8173506229,1619641144
12292917162,8726583482
12292895472,6468828882
2657799012,1642629289
1621047727,1261277827
8747418692,1037596130
1260318366,1145743567
1559711651,8095684129
860793263,1612483343
505392415,1611104214
1313653023,6910773594
1040638163,1066689742
1619638817,3637832446
1628769330,1556348976
1606008233,1066689752
922791578,893759868
7933167458,1069888840
5732977165,8660539356
8251778248,8444367557
5231304244,1617725120
689738858,1040638097
11802245835,1621261433
3786511210,1068147928
12292917162,1617167121
8994952216,8273361864
1621062397,11074279335
1406362313,1611148526
4949967206,13468878663
1621047727,2660584021
3643421885,2662558436
1621067702,1003137837
1606633549,1426481137
1617725163,7306623338
1621268605,1652115553
1137877798,1068063768
3786511210,1060119370
8685769737,1557069658
2661208912,7285446341
3047110542,893759848
1069215543,7305875046
12292917162,2036275905
1621321633,11384939531
1621067610,1557061166
1040638409,505391430
1060119444,3974459584
7825824922,2657136734
1641263132,1040637752
1617752576,1619641123
7308949593,828354841
1610961508,2661208972
1068148146,1617698923
1621054719,8157985319
1450232401,916165921
2662365569,2662445108
6166581809,1631350085
1040638074,1621290118
7933167458,1407117005
1055655358,1620346291
11673695882,6450685301
1371610534,8423894534
11384939501,1040539176
8984950808,994680186
1614937402,1609207343
1069215543,8750830009
893759884,5182288421
1261277188,1563416978
8234404217,8452263121
1102452271,2389653772
1037964876,8413640578
1691191288,1620569142
1691191288,1617183799
860793263,1158274326
1564464172,8503755017
1628769330,1564464172
3786511210,1043825898
1621047725,12964763136
2662304109,1628886292
1426481135,8983222680
1621067610,3665389368
6511611452,7164302893
1426481135,8213443169
1055600993,505201164
1612046435,1425776020
8984950808,1611874913
5231304244,2662558436
8484350247,2658661786
8433893898,1619641012
