origin,target
1037596122,888742820
8205116458,5430425067
1620436008,1102452162
913790129,5187435111
999517562,860793197
837159283,993367317
1037554079,1040638216
914105217,8213443170
998967624,1562400826
1040637752,8212566419
837159283,8984955531
1713435249,916096293
1037564613,1024112450
1611173467,993376156
916096349,8984955519
8205116454,994679890
994630695,8272982707
1037554069,1024112472
998932487,8213443173
8276853875,2657136884
998932487,1040638032
998978009,7686254351
993376181,2081356142
1040539335,914752269
1620584366,9634565183
8205116472,1037564581
922774558,8269066727
993376226,914760051
890465182,8268928294
5051869890,914752219
1013918979,3955759123
2663237252,2431522766
999517562,914749197
1080993847,1620569233
1080993847,8984865130
2431522763,1620436959
914760085,2663230724
1620436008,913790140
1037554079,1003137968
9009327213,1037621679
1040637934,1611173474
8236657365,5430424956
8985635398,5187326456
5156177953,8983178628
1067977659,4299340362
1037564613,1041173766
5421515221,1040638286
913720924,5419178461
1003137806,3834615895
991634363,913720931
1606449558,1040638208
994679715,1013918980
1037248161,1620569103
914752269,1609207359
998967619,1024112413
922791615,994679389
8276819620,998967637
993376139,5421515200
1040638372,1040539303
2643052699,5051869848
998967615,1037564561
5051869890,8983308021
7182481954,916096293
5421515212,1037953291
913576776,1620569342
1003137806,5419178461
1606449558,1040539231
888742711,998932320
1037250748,994630420
3343375955,1024112402
1037953315,838253363
893759833,1037564581
1606449575,9130174662
922791615,916096399
1620436008,1037964214
1040637870,8983178632
1562400811,914752258
991634363,5187195617
2662558429,1037554059
5156177953,8218548041
8266668591,994679809
1039424860,8984955521
993376181,1040637761
3611203754,1040637987
993376176,1037964978
998956888,1013888126
8205116472,1037554135
1040637699,2662445104
1052966626,1620569093
2662558429,905991585
837159283,8212566419
993367307,1643105365
8269478252,5419178464
8277380488,1037553817
8269066726,8984955538
1040637699,8273361856
1009926521,1040638028
1013918979,4299340334
2643052699,998956893
913720924,994679559
916096445,838253386
991364496,831433357
1037553818,888742743
1040638286,998967645
1013918947,1037596073
8985635398,998956945
8205186523,7182370443
1003137806,5430425070
1620569295,998560773
5920554011,915436276
9009327213,1067977694
914105050,1040539315
1620569149,991634367
994680099,993367256
1040638249,8205186522
837159283,1643070557
7071369632,914760077
993367306,893416509
998956896,915413721
991364496,1039425186
916096445,7986732145
1037553818,913790128
1040638129,8272765184
1040637699,1037564581
1013918947,8982960088
994679904,1037953330
1609207367,5191765782
8205116473,2081472727
4230311096,994630533
8269478252,9634565184
12870741803,3834615761
1024112430,1037553922
1643070549,5411404516
1037248201,3706003548
998967619,1040638028
1039424984,1024112452
993376183,1039424988
991634363,994679604
1037553835,8984955526
916096344,1040638400
993376226,914105054
5219584378,9130174661
1040638178,994679428
5421515212,1620440850
916096443,1407116977
991634363,6486648259
1040637699,916096363
1606449766,5221402655
2662558429,1024112429
994680099,922094011
1606407376,1606449742
1407117004,838253386
1003137806,8276950505
8205186523,1037596100
998967615,914752270
12870741803,1643070517
8209644956,1606449737
998967669,2431522763
8209644956,1037248215
890465182,1003137806
3956688544,998967674
922774558,1562400740
994630575,1039424802
1407116987,2663230713
1040638034,916096337
993376176,993376314
8205116454,9885085582
916096337,7167688576
1037553835,1620569395
1040638329,2662608424
1052966626,7071369632
8204382580,998560773
893416730,5430425046
8985635398,1102485660
8273361861,994679462
4444895357,1003137753
1606449889,5191765730
1024112446,1040539300
8204886540,4297300560
1037554069,914072238
4297300466,8266668592
1037553835,1040638191
1039424984,2662558434
998956888,8239456513
1037554069,913720974
922774558,8984865122
1037554079,1040539260
1606449558,1102452145
993376183,5201074742
7071369632,1642629252
1013888124,1037564557
8273361852,998592529
8209578684,1037953330
922774558,1606349529
7182481954,1642629269
1037248227,1009926579
5419178996,916096316
8276853875,890465209
2643052699,836871083
914105050,1009926579
914752271,1037596126
1037596122,1037553919
1407117004,8266668592
998592452,1013918971
993376226,1040539193
2663230725,7463907989
1009926521,8424222122
1040539269,8703017691
1713435249,914752257
8984865122,1620440889
1040539305,1040638125
8984955538,1040638160
1080993847,1642629239
8276819620,1037596128
8273361852,2662608417
8277380488,1040638332
1040539305,1037964212
1037564597,8277380482
8266668591,1040638106
8277380488,1620584347
991634363,1013888018
1037553991,2662608424
7182370443,1620569309
5920554011,916096437
5156177953,914112291
998967624,4299340222
1040637699,1040539181
991364433,5418979949
2449854645,6226438952
922094010,998967685
862286125,860793174
5421515212,5182288453
1040638112,1040637928
1040539191,893759848
1040539305,1037564618
1606449575,1037621686
914752269,922774574
1040539335,994680175
993376316,1013888159
893759851,1039424781
994630523,1942936807
914752272,994630429
994630523,1562400826
998967624,5430425049
2081356131,1606407411
1643070549,4297300450
1037596072,1040658016
913790129,4297300464
7071369632,2449863085
994679415,1040539297
7182481954,922791615
5221310053,1642629239
1609207367,2660571966
8703017687,7463907978
1040638249,6226339955
1041173783,1606493010
922094025,2643052713
1037596072,8272844889
1013918976,5430425049
7182296174,1040638031
913720984,1003137866
994630695,838253365
913790185,7182481969
8205116458,890465183
1606407376,1620569077
4297300466,993376195
914749196,1040637826
913576776,8246673553
1620440889,5187439436
1037596089,8204819338
1562400811,3611203716
993367307,9634565184
8703017687,1013888094
5421515212,1037953329
1562400811,9634565184
993376176,10540180325
1102452333,1040637745
1037248225,1037953354
993367307,7188645162
994630487,1041173783
913720924,860796338
8441772391,1606449747
914105050,914749189
1040638112,1024112419
1643070549,998978003
913720924,1037553983
1040539248,5187435116
916096349,914752271
1620584366,916096405
5212088923,1013888065
1040539335,2662608422
914749196,8984832776
5421515212,2018952701
913826141,1040638034
991364496,5189495547
2449854645,2431518336
1620569403,1040638047
914105217,1037596086
1013918976,9009327213
916096344,915413670
5189491687,1037953347
998956896,1067977872
5219584378,828354854
8209614898,1037553947
1713435249,7785773594
1009926517,4444895357
2662558429,1620569327
8205186523,1039425086
8266476420,2662608439
8745502802,1040539297
1003137866,913721016
3956688544,1562400826
1024112446,838253373
993367424,915415851
1040539330,3956741350
1040539287,3244642675
8205116458,860793236
993376176,3698762205
1037554079,890465212
994679415,4299340358
1040638129,8193576463
1620569403,914112291
7785773643,1040637845
1037248161,1620569142
8984950807,6224567010
4231994879,994630467
916096445,1040638125
1040539297,1606493009
916096349,3366322622
8209644956,914752269
8703017687,8218615798
8266476420,1040637960
2081356131,1643070590
1606449575,7785773643
8703017687,1040638031
1037596072,8984950808
1416726659,1024112456
893416730,5920554019
8204382580,8213443176
3343375955,831433369
1643105365,1620569302
5219659656,905155857
993376181,8240314932
1040539305,1040539251
8276853875,1040637968
999517562,5421515220
8441772391,1040637857
998967669,2081356121
916096349,1620569175
993376309,5219578832
8276853875,1037596099
993367306,1024112455
890465212,5221886436
998967615,5219578832
1040539260,994680151
888742711,1040637717
8205116472,5260306923
1052966626,8218548041
8236657365,1040638271
1040637831,1037248208
5156177953,1067977515
1037248161,1040638112
916096344,1040539322
994630575,8745502802
913790129,8278514511
862286125,1024112420
8205116454,2207530131
8266668592,1037250713
1040638446,8273361864
5219659656,8559858714
3611203754,1040638216
922774558,3955759123
994679415,5419179005
1040539261,1620569086
1620440889,1009926566
8209614898,913720923
12870741803,5156177953
1606407333,1620569369
8205116473,1040637793
1102452333,994630585
8204886540,913721029
913790185,8186131080
5418979998,1013888053
5051869890,1040637960
913720984,8269478254
1040637870,993376176
2081356142,1040637702
914749196,1040638034
1039424984,993376177
8984950808,1040539235
998967619,8239456513
1037953291,993376265
5920554011,916096329
1407117004,1037250746
1620436008,8278601398
916096349,1067977769
8273361862,993376224
1067977659,1606407252
1037554069,991634364
1606557909,993367317
998967619,5191765745
2449846950,3129767255
8205186523,998592492
1037250748,916096445
913826141,1067977849
1037250748,8269066726
2662558429,1013918995
2431522763,1040539300
862286125,1040638050
1003137866,893416403
8269478253,1037964857
1040638329,922749527
2449854645,893759833
1643070515,1643070563
8273361852,5190677075
2663237228,1024112459
1606449889,1013918993
1003137866,914752274
1037953315,838253358
1040539335,1040638273
8984950808,916096337
8984950807,8266070202
4231994879,8213443172
1606449575,1942936808
1037596072,914105209
993376316,1040638218
998967669,8703017691
993376139,1606493009
8277380488,914760051
5219584378,2081356133
2643052699,1620569180
993367424,1620569139
998592452,1024112399
998592452,914123668
1040638329,7986739785
1037248225,7182481935
1606523055,1606407252
3343375955,5430425056
1609207367,860793236
8273361861,1606407252
1040539335,1606449969
1040539287,1040638324
5221310053,2663237252
922094010,837159275
913576776,1040638404
922791615,993376162
1024112427,5189495559
1643105365,1037554124
1643070549,993376206
913720992,1606407444
1606449889,8218615795
994630487,1024112410
1620584470,991634359
913576776,689738875
1037250748,6720122147
4230311096,922094013
1040539248,2081356142
1040638034,1040539251
8205186523,1040637953
1040539300,8212566419
1040539260,2662608419
1037248201,994630523
8266308768,8982960088
7182370443,860793169
8266308768,8984955535
5421514820,2081356133
5421515221,8819700521
5421515215,8984955531
1037248227,1024112416
913790129,1037596119
1606523055,8265961476
3611203754,2825575095
994679715,8277450043
8277380488,1040638112
913790185,860793201
1040539260,1611173498
998967619,993367572
993367424,8213443167
1037248227,1037564599
994630523,7118293304
1003137866,905139371
994630523,922094011
5189491687,1013888162
1040539260,831433346
4444895357,893416300
905155882,1024112464
1620584470,7986776056
991364433,8218548045
5421514820,888742711
922774558,993376257
8984950808,1040637699
8266308768,8269478253
994630487,1620569139
916096288,922791619
2449846950,1037953347
1040539248,922791604
8205116458,916096508
1606449575,8205116470
993376176,3655616536
993367306,1040637717
1643070515,890465295
1037564597,1037596080
916096337,1606493012
1643105365,8703017691
1037553835,998967648
1009926517,893416300
1037564613,8273361862
5419179006,913720974
993376139,5182288453
1040637761,5436431438
5219584378,1620436969
1040539300,1040637699
1037250746,1024112400
1040637870,1040539173
12870741803,4479246395
8205116458,860796300
8985635398,8186131070
7785773643,7785773595
922094025,2662608483
993376309,6224229889
8266308768,1080993847
8273361852,994680181
9009327213,1040638194
1606407376,5156177954
5421514820,2431518373
1606449575,5920554019
914105050,994680150
3343375955,1040658051
1037250738,1037553947
1040637752,8266308764
8273361861,994630467
1040638271,914105223
5421515212,1013888065
914752272,1040539259
993376183,7118311079
914105050,1643070541
5421515215,689739009
8983178635,1037553884
1037250746,913722921
913826141,5417654865
8209578684,5920554004
998978009,8441772390
8984865122,913720955
914752271,1606480837
1037554109,1607974239
3611203754,1040638236
914760086,1003137751
916096288,3901900949
837159283,7737763634
1037248225,4238539280
2662445109,8266668592
913720924,8277343311
2643052699,1080993832
1040638178,9009327214
8204886540,1037596102
1620569403,838253370
993376139,7463907989
8984955531,5216029248
9634565178,993367234
8209614898,998977999
1040539330,1039425119
922791615,1040637682
2431522763,1040637797
8205116454,998592455
916096443,7785773594
1037953291,1620584270
913720924,5430425062
2081356142,1039425133
3611203754,860796338
913720952,8819700521
916096337,862283560
1013918947,914109587
8745502802,3834615769
8205116454,916096358
998592452,5191743036
8204382580,1009926579
8209614898,922791604
1606407524,505387068
4231994879,914752221
1040638271,1040638034
1040638112,1620569098
1407117004,922791610
5219659656,893759842
1037596089,7463908138
998932487,8266668592
1037596119,8269066726
1080993847,1620569309
994679415,913826793
1606449889,1003137791
1040637752,1040638407
2431522763,993376343
1407117004,998592465
914752272,905155879
922774558,914752274
1037953291,1609201672
914760086,993367396
8205186523,860793169
1643070549,914752274
1713435249,888742711
8984950807,1040638407
1040638249,8218548041
8266476420,5187435106
1003137751,1407112889
8273361852,1037953347
1039424984,893416720
8269478253,1040637968
913720952,914752181
914760086,1037554136
1037554079,1037554146
8984955537,1040539195
1606407333,905155859
1039424860,916096279
2431522763,4297300557
1606449766,5430425061
1040539305,1037953386
5419178996,998967615
1040638034,3698767874
998592452,922774426
1040638112,1013918976
913720924,4299340362
913790185,8209578681
1080993847,1040638098
1040637870,1040638235
890465212,1040637781
1620584366,922774403
993376181,3956741333
913720992,834996483
8273361852,875019325
8266668592,8205116453
2643052699,2660571998
2663230725,1620584428
1606523055,1040658016
914105050,994679715
5419178460,994630565
5419178460,998967674
1606407333,916096337
8266668591,998967628
998967624,893416332
916096337,993367287
1040638372,8984950816
9634565178,1041173783
1040539260,913790147
893759833,1024112459
1713435249,916096349
3956688544,922754503
2431522763,1040638031
4297300466,4238539230
1620569295,1067977634
12870741803,1037553812
8209578684,913790129
1037564595,914123659
8745502802,1620584428
5415490495,1040637826
1620584470,1037564569
1713435249,1040637793
5212088923,2449854657
1037953291,1620584270
1040638271,993376236
922094025,998560781
1606449766,8272765184
1040638129,994679890
1606557909,1040539303
8984955531,914752179
1620584507,913720938
5219584378,1037553793
8266668591,1037554113
8984955531,1067977641
1013918979,998967640
916096443,915436293
5189491687,1611173482
1040638446,1040638173
2081356142,4238539271
994630695,1620584315
8266476420,1783110048
8273361861,1037596073
890465182,7785773595
1620584470,998967622
914760085,4299340222
7182296174,994680210
4444895357,1037248161
913790129,8205116472
1040539261,2604851764
1040539248,913720925
916096443,4238539236
890465212,1013888128
1643070515,5202818828
8273361861,7167688576
916096288,8218548041
1013888124,1040638127
1040637752,8144992843
914760086,1606449620
1039424984,914749197
993376309,1620584415
1606407376,5920554011
1620584366,1040637729
1037248225,6209230925
862286125,8460421854
8985635398,1040638400
1620440889,2449863084
8276819620,2662608422
1040638034,914105209
5419178460,3611203697
5189491687,8987018747
1620569149,5920554008
8703017687,916096437
893759851,890465278
2663237228,993376177
8205116458,5202818833
916096288,1037554069
1037953316,5219584378
1611173467,893759833
4444895357,8984955526
8209578684,8984950813
7071369632,905155886
8205186523,8266423069
2449846950,1037248156
862286125,914123802
1606523055,914760086
1037248161,1040638066
8269478252,7071369652
1040638286,8984955522
1040539305,1037964208
994630487,993367572
914105050,4238539244
1040637934,7071369632
1040637870,994630386
5212088923,998592492
994630487,8276950505
994680099,8460421856
913720952,1611173467
922094025,913576785
1040539335,7071369639
2663237228,1040637702
1040539305,1037596109
8205116473,2449863083
1040638446,1620584415
1040638329,998956886
993376226,1942936810
8236657365,913720984
8209644956,1040539302
9009327213,991634355
1562400811,7987005617
1040539287,1866761848
8984955537,5920554034
2081356131,8269478249
1606523055,1040637822
1037564595,890509985
1040637761,994679798
5189491687,914752269
8273361852,1642629251
8266668591,8205116459
8204886540,1102452145
5419178464,1900750479
3611203754,3661804562
1620569403,914105044
1040637934,1067977634
1620569295,1067977483
8277380488,993376181
916096443,1040637793
1606449575,1040539308
1040539330,1040638098
837159283,914112291
7167688570,8204382579
1040638247,916096382
1003137806,922749527
3366322622,6226598543
1606407524,890509985
2449854645,1039424810
7071369632,1003137861
8266476420,915436255
5920554011,2662558444
1037553991,1037553874
1040638129,5920554034
916096349,994679919
1606557909,4479204018
1620569403,1407112892
5219659656,8984865121
1040638329,8983178637
8277380488,2663230716
4444895357,1040638234
893759851,689738871
1037248161,1040539261
8204382580,5430424956
1052966626,5260306923
1040638178,914123661
1606407524,9885085582
8205116454,2431518350
3343375955,5219611008
1040638178,1013918995
1080993847,1642629269
993376226,1040638315
1040637960,2663230719
1643105365,1620436959
8703017687,1609207347
5221310053,838253386
1037248225,1037553891
993367306,5430425016
1713435249,8984955531
2449846950,914752275
993376309,2660571966
1407116987,4238537287
8236657365,915415302
4444895357,831433334
1643070549,998956935
993367306,1040539280
1013918979,1942936810
1037250748,8441772393
1606407333,1013918971
8703017687,5430424956
1040539300,5219584380
7182481954,1611173468
5421515212,3935141721
8269478252,1040638047
2663230725,1067977659
1040539269,914760088
922774558,8272982707
1606449575,1067977483
1040637870,1037621634
1040638129,1037554055
1037553991,1040638032
4230311096,5430425046
8205116458,998560773
2449854645,994679904
1003137866,5419178465
1606449889,7071369652
3611203754,5182288453
8276819620,1606449969
994630487,1040638273
998978009,2431522756
1037250746,5419179001
1037554069,505388842
5421515221,1040638030
5419178460,834996483
993376226,1040637793
1040638034,998560778
913790129,991364614
1620440889,4238539191
1606557909,1067977936
2081356131,1039424802
1037596072,3956733345
1009926521,890465275
1040539269,1040539329
2663230725,913720992
1024112430,5219640647
1037596072,916096358
2662558429,1037596126
913576776,1040539279
8204382580,1606449829
8209578684,1003137866
1040637831,8236631355
1040539248,994679523
1040637831,913721008
8984955537,8277450043
1040637960,905155820
1024112427,1013888018
1040637831,1039424849
8209614898,7785773594
1037596089,8247552488
1003137866,916096363
4297300466,8277343311
922094010,1037953356
998956896,998967685
1643070549,914123672
8985635398,1037564595
994630575,8218615792
1037553835,993367261
8984865122,994679415
8209614898,1013888170
1037248161,1620569101
1037553991,8441772390
922094010,890465217
1040539287,1037553812
5212088923,1606449969
8276819620,914072133
1040539261,1620569149
914105050,7182481935
8266668591,1037553975
1620584507,8984865132
993367307,6486764986
1024112446,8703017687
1040638286,1040539235
998967615,5221402648
890465182,7071369644
8745502802,5176841000
1080993847,991634359
8984950807,1037621613
1606449766,1040638112
7167688570,1039425186
890465182,2299747683
1003137866,7182481954
1003137751,1037596083
998967619,2660583898
1040638271,4238539191
8209644956,5421515215
998967669,914752273
1620584470,915436312
1040638329,1039425133
1040637934,1024112452
1037250746,1067977877
993376181,993376259
8273361852,914123661
8276819620,8984955526
1040539305,1606407244
2081356142,993376137
1037248161,2449854663
993376226,916096389
1040539305,10540180325
8266668591,8982960041
5189491687,1009926579
1643070515,860793555
916096288,689738858
1620436008,2662608436
5415490495,1013888018
2662558429,860796338
1040638247,5221310035
1643070515,1037564548
8205116458,994630483
9009327213,7182370450
8269478252,5430425070
1037953291,5219610983
1037250748,1620569106
5421514820,914123802
1606407524,1562400811
1009926517,914105064
1040539297,1013918979
9634565178,1606407411
1013888124,8277450043
8269478253,1620569109
1037250738,6224567009
1040638372,1040658074
8204382580,1643070500
1606449575,8276950505
8205186523,2431522766
914752272,916096361
4230311096,8246673553
913576776,1942936808
998967615,8193576461
1040638286,1040539288
913720992,5417654865
8269478252,1040539211
991364496,1866761848
5219584378,922791610
993367307,1040637988
1037250738,916096350
1037596119,4716480959
5415490495,6209230924
1040637934,913826635
8205116458,1407112884
1620569295,5202963796
1037596089,905139371
1102452333,1606407286
1040539191,5421515130
1040539260,5430425070
2081356131,1040539172
5219659656,1620569402
1406547265,993376177
5421515212,915413498
1606407524,2604851760
1643105365,8984955538
8205116458,1620569109
914760085,994679428
1037596119,994679715
1037250738,5920554008
993367306,8273066142
916096349,5202963796
1037596122,1067977586
993376316,3956688544
8205116473,5430425041
8205186523,8204886538
7182481954,5920554008
993376183,914760051
994630575,994630540
994680099,1039424810
1040637831,998967628
1037953291,1611173474
1620569295,8213443179
1037596089,914752217
1407117004,1040539231
998956888,8269478251
1003137866,1009926566
1040638247,5202963793
993376309,1040637680
1039425082,5191777668
998956888,4299340222
1037596089,3955657017
8984955538,1620569403
1040539305,914105235
994679487,1643070561
998956888,1722847019
1037953315,916096344
994630523,860793214
1606523055,998967628
1040539260,991364446
1040539300,5219610984
5419179006,862284782
998592452,838253359
1040637831,1003137968
1037596122,13036867831
1040638271,993367244
1562400811,993367321
1620436008,1642629168
1003137751,922754507
862286125,3955759137
1040638178,916096349
994630575,9860482036
1562400811,922774403
916096344,1040638271
8209614898,8984950815
3611203754,1606449705
8273361862,1040637857
1039425082,8204886540
893416730,1040637928
1620440889,5191743049
5051869890,8278601398
890465182,8278558017
8204886540,914752178
993376139,1037621649
1037553835,1643070492
1040539335,4238539236
914752269,890465183
1040638329,1040539300
1406547265,1037553911
1037554109,8277251737
5421515221,1037553991
5421514820,8205116472
1040638271,1039424988
837159283,1643070538
1052966626,8240212287
1040539305,993367352
1040539287,5156177954
1040637699,993367258
993376183,8218615792
8204382580,922749561
1606449558,2663237252
862286125,1040539290
993376139,914752274
993376316,1606449689
5421515212,5191935951
993376139,916096363
1606407376,994630388
1009926517,1040637883
5419179006,994680186
8703017687,1040638106
1039424860,1037953361
1102452333,6224120835
998967619,914760087
1040638286,991634363
1013918976,993367426
1643070549,5189561269
1037553818,8266423067
2662445109,8273361861
3366322622,1040637770
8269066726,1620569106
994679715,1040637968
1003137751,1037621704
1407116987,8273361857
8269478252,4238539267
1013888124,2639678020
1037953316,913790128
1620569403,8269478252
916096445,1643105402
1606449558,8983308020
998932487,1040638194
2643052699,1040638307
914749196,1067977581
1620569403,1040539187
1606449889,8278860063
5051869890,1037596104
8266476420,914109587
1080993847,5190677082
1040638271,8186131080
998956896,4238539220
1037564595,1040637953
8205116454,1040539308
8984950808,1102452251
2663237252,1039425082
1040638329,8218615798
4444895357,1037596104
5920554011,922754503
8205116472,994680210
8984865122,6384024514
914105050,4297300450
998956896,7986776069
1003137866,1606449620
5421515221,4231994879
916096344,1037553922
7167688570,914752270
1407116987,834996483
1643070515,1037596114
922791615,7167688576
8209578684,893759864
1037596089,5202963798
4231994879,8213443167
2431522763,4299340334
913790129,1040637766
1040638178,1039424810
5212088923,1037553875
3343375955,5156177954
8983178635,998978003
998932487,2431518350
922094010,914105235
1013918979,1040637766
1037554109,8410853816
3611203754,2604851765
5415490495,860793174
1040638112,8272844890
8205116458,1040539279
1040539305,5191765782
5421514820,2207530128
1024112427,4299340331
890465212,913720974
1013918976,1037554059
1040638446,2660571953
7785773643,1040539270
1037554069,1611173468
993376183,914752217
8209578684,1037248215
8745502802,1013918976
8205186523,5421515215
993376309,914749190
998967619,993367305
1643070549,993376309
1040638247,913720943
8205186523,8984955518
3956688544,2431522755
1620569149,916096349
1606449766,7071369639
7182296174,8205116474
1009926521,8236482319
2081356131,976677489
1040638249,8984955523
994679487,994679428
1040637761,1067977776
5219659656,1609207330
5421515221,1040637802
916096443,5430425008
993367307,5221886435
1102452333,1040638329
7785773643,922774564
1407117004,7986732169
914752269,1067977552
8269478252,998978011
9634565178,905155873
1040539305,8218548042
998592452,1606449705
998967669,7071369646
1040638271,5221310035
7182296174,1040539220
994679415,914760086
1606523055,4118980391
1620436008,993376226
5219584378,888742719
1037553991,1407112889
1040539300,2662558105
1040637870,1642629168
5418979998,1039425027
1037553991,893759874
1037248225,998967626
1037554069,1620569302
994679415,1620584347
1040637752,6488672043
2643052699,991634359
8204382580,6488672043
3366322622,1620436008
1040638247,8984955517
5221310053,1024112415
1620569295,3366322622
890465182,8253704567
1037248201,3129767257
1606449889,916096443
998967669,1039424849
1024112446,905155875
1013888124,1620569247
5920554011,1040638142
1606449889,913721008
5421515212,1642629263
7182370443,993376309
8984955538,6491351891
1620569149,1003137786
9634565178,1040638098
8205116472,913720938
913720952,914760085
5421515215,1037596128
1009926521,914752272
1620584366,1040638324
1620584366,5191765734
8209614898,6224229889
8205116458,8205116464
1620584507,5187435116
8269066726,4238539218
993367424,914105054
1040637761,893416598
1643070515,8441772392
1040637831,8247125420
3343375955,993367306
8276819620,1037554079
1013918976,5421515233
916096443,1040637766
1040539297,1606407423
993376181,994679604
914105217,4231099779
1040539248,838253384
8984955538,994630584
991634363,7785773611
1037554109,8247125434
1037596122,8984865133
994679715,922774425
1620436008,5260306923
913720952,1037621686
1606557909,5920554004
8266476420,994630561
998967669,5187435106
914760086,1606493009
922791619,913720979
998592452,1620569382
7182481954,893759842
1040539335,1643070500
8209644956,994680186
8276819620,8277450042
1606557909,838253363
888742711,1037554053
2663237252,998560778
998967619,905155843
8984950807,1037621649
993367307,1620569330
993376176,1407112903
5418979998,8205116464
8266476420,5221310035
8273361852,5191743041
1037554079,1040637968
8205116473,1606449969
7182296174,1037953329
1052966626,1037596078
893759851,1606449955
914760085,1040539235
916096344,922094021
1013918979,1040638066
914749196,1606449899
5189491687,5221886436
998967669,1039424802
998967615,1037554116
4231994879,4297300571
1037248225,838253359
1037553818,8984955531
8205116472,1606407423
1080993847,1643070522
8273361862,998967628
8205116473,5421515215
8204886540,5202963789
991634363,1040638400
1040638329,1040539168
1040539287,8983308020
999517562,1040539277
2662558429,5418979991
1606449889,8984950797
1407117004,5411404516
1040539335,8205116465
8209614898,7182370453
1037596089,1642629147
1009926517,994630423
8204886540,2662608483
8276853875,1037553791
1040638034,994679932
1643105365,913721016
998967624,993367307
4444895357,8269478251
1040638329,1606535464
1037953291,2660571953
1080993847,4238539233
1606449889,916096437
1024112430,1040658081
837159283,994679456
1024112430,9001142130
913720924,5430424956
1040638034,2662608372
1611173467,4230311100
3366322622,1620436005
2662558429,8247125420
1040638286,1620569302
8205116472,993367294
8205186523,1037554013
8273361862,1024112466
2081356131,838253429
998967624,8205116474
1040539305,1003137806
922791619,998560773
8273361862,893416489
1040637831,1037554083
8205116458,8273066142
993376316,1117542140
5219659656,1040539297
8985635398,5187435106
993367307,913720899
1039425082,3956688543
2431522763,994679936
1003137751,5187435111
914760085,8278996118
1606523055,994630423
2449854645,5221859670
8273361861,922094021
5419178460,8278033732
5415490495,1606407430
8269478252,8982960092
893759833,6491351891
8984950807,5191743052
913720952,1024112427
1003137866,1606407333
8277380488,905155842
914105050,1013888126
8985635398,1040637968
5219659656,1722844901
1606449558,998967624
888742711,7118322385
1024112427,1040637841
8273361861,860793174
5418979998,5430425043
5421515221,5421515130
5920554011,505385947
1416726659,3366322624
1037564595,994630388
1407116987,8984865130
2081356142,8213443170
4231994879,913720929
1037953315,998560773
1039425082,5421515215
993376226,922791604
1620569149,1039425010
890465182,1024112448
8273361852,1606449742
8983178635,1606449737
8266668591,5221310035
1024112427,893759833
998978009,1013918993
993367306,8677707895
8236657365,998967631
913720984,1040638203
8204382580,1040539301
922774558,994679428
1407116987,890509980
8984950807,8213443167
1067977659,1643070481
7182370443,4479245859
913576776,1067977694
7182370443,993367251
913720984,993367321
1037248161,5430425067
3343375955,2663230724
1003137806,991634350
905155882,8559831679
1037953315,993367424
1606449766,1037553919
